	GSM1233280	GSM1233282	GSM1233283	GSM1233284	GSM1233286	GSM1233287	GSM1233288	GSM1233289	GSM1233290	GSM1233291
101927512	0	0	1	0	1	0	33	0	0	1
101927541	0	0	0	0	0	0	0	0	0	0
101927559	99	87	51	176	136	108	58	45	84	88
1051	701	681	558	990	682	909	586	387	628	745
107985386	0	0	0	0	0	0	0	0	0	2
105372656	5	1	1	1	2	4	0	0	2	0
100506115	3223	3912	4249	10851	4933	6075	2053	3531	2359	4128
284751	361	313	47	356	173	185	173	81	157	595
101927586	204	169	23	206	105	98	100	33	78	214
105372657	0	11	2	0	0	1	0	0	0	1
5770	2592	2724	1433	2542	1707	2574	2286	1525	2144	2388
693230	17	48	18	30	59	25	43	32	53	39
140876	232	249	102	223	183	211	215	125	180	211
100302146	0	0	0	0	0	0	0	0	0	0
100506175	0	0	0	0	0	0	0	0	0	0
105372659	0	0	1	0	0	0	0	0	0	1
84612	211	186	30	163	207	70	117	50	134	165
55653	145	376	68	268	94	73	160	89	314	123
23394	4284	4269	949	5182	3609	1868	5191	1324	5322	3932
101927631	125	171	43	194	107	97	247	58	173	192
8813	596	587	321	517	506	630	656	217	412	555
27304	287	369	72	349	257	243	550	132	335	415
3755	37	87	1	17	17	9	19	22	67	16
105372662	0	0	0	0	4	0	0	0	0	0
105372661	18	1	1	13	24	9	29	3	0	10
105372663	12	8	0	3	4	0	10	1	27	5
4773	3260	3969	577	3892	3036	1146	4221	1068	5543	2669
100422889	42	0	3	5	4	4	1	1	0	0
10079	348	244	67	283	338	216	176	50	294	360
57167	5	0	0	6	2	0	0	0	6	4
101927678	0	1	0	0	2	0	0	0	0	0
105372664	9	0	0	0	2	0	0	0	0	3
55734	308	203	114	299	119	95	173	83	288	162
105372666	0	6	0	0	6	1	14	0	0	4
107985427	0	0	0	2	0	0	0	0	0	0
105372667	0	0	0	0	0	0	0	0	0	0
105372665	0	4	0	0	1	0	0	0	0	0
101927700	0	8	0	0	3	0	0	0	3	1
105376985	0	0	0	0	0	0	0	0	0	0
105372668	0	0	0	0	5	0	0	0	0	2
128553	537	410	61	470	500	151	598	256	446	484
105372669	1	41	1	18	22	5	52	1	23	14
105372671	2	32	0	20	58	2	5	1	37	0
101927770	413	506	114	587	296	201	449	107	547	351
7764	8228	7981	2433	11073	6826	4574	5727	2589	7703	7213
105372672	5	28	0	4	1	1	5	2	4	4
391257	261	74	15	136	97	73	90	17	16	183
8537	97	20	3	113	45	8	22	9	15	58
100616225	0	0	0	1	0	0	0	0	0	0
1591	17	1	4	11	21	0	4	2	6	4
105372675	3	0	0	4	7	0	0	1	0	1
5203	70	76	44	67	18	38	171	10	56	51
107985385	0	0	0	0	2	0	0	0	0	0
55816	0	0	0	0	2	1	0	1	0	1
101927796	0	0	0	0	0	1	0	0	0	0
102723578	0	0	0	0	0	0	0	0	0	0
105372676	0	0	0	0	1	0	0	0	0	0
107984001	0	0	0	0	2	0	0	0	0	0
105372677	0	0	0	0	0	0	0	0	0	0
105372678	0	0	0	0	0	0	0	0	0	0
140689	0	0	0	0	2	0	0	0	0	0
105372679	0	0	0	0	0	0	0	0	0	2
105376989	0	0	0	0	0	0	0	0	0	0
105372680	0	0	0	0	1	0	0	0	0	14
4159	0	0	0	0	0	0	0	0	0	0
116151	4477	8757	7846	5783	6138	10913	1945	1763	2311	12179
6790	96	131	91	192	101	227	163	71	72	181
1477	719	775	253	739	465	358	731	258	756	701
57091	2113	1598	293	2648	1436	426	1099	242	1440	1559
51507	1954	1909	1090	2525	1312	1764	1444	1107	1375	2208
140687	388	370	84	397	269	151	315	87	397	237
105372681	86	69	14	119	56	48	73	23	102	50
200232	40	29	13	43	14	30	46	7	89	23
388799	31	57	11	31	13	36	37	6	29	24
105372682	0	0	0	0	0	0	0	0	0	0
7022	0	0	0	0	2	0	0	0	0	0
105372683	0	0	0	0	2	0	3	0	0	0
105372685	0	0	0	0	3	0	0	0	0	0
105372686	0	0	0	0	0	0	0	0	0	0
655	0	0	0	0	4	0	0	0	1	0
102723590	0	0	0	0	0	0	0	0	0	0
112268270	0	0	0	0	2	0	0	0	1	1
105372687	0	0	0	0	4	0	0	0	0	0
100422883	0	0	0	0	0	0	0	0	0	0
23626	0	0	0	0	1	0	0	0	0	3
8480	781	474	220	485	295	286	541	140	318	476
100462983	1	20	30	3	10	10	15	2	0	6
100291105	229	594	384	461	415	787	89	165	85	665
55544	4900	13116	7104	7120	10403	13178	3392	2944	2361	15001
105372688	0	0	0	0	0	0	1	0	0	0
140690	0	0	0	0	1	0	0	0	1	6
5105	0	0	0	1	2	0	0	0	0	0
105372690	0	0	0	0	1	0	0	0	0	0
81030	1975	2610	2960	2030	920	4946	1530	2678	1394	1587
56937	86	143	23	241	103	68	154	71	85	96
105416157	23	1	2	1	0	5	0	2	2	3
105372692	0	2	0	4	0	1	0	0	0	0
105372693	0	0	0	0	5	0	0	0	0	0
105376992	0	0	0	0	0	0	0	0	0	0
107987284	0	0	0	0	1	0	0	0	0	3
107985434	0	0	0	0	1	0	0	0	0	0
128602	0	0	0	0	0	0	0	0	0	0
105372694	0	0	0	0	0	0	0	0	0	1
140731	5	1	0	0	0	0	0	1	0	4
55370	535	282	170	434	325	337	407	192	384	598
57403	3585	2983	1134	3724	2796	2358	3677	1233	2404	3053
9217	1554	1242	477	1525	1295	925	1332	583	1393	1332
164284	11	4	2	27	9	7	6	2	0	16
149773	0	1	0	0	2	0	0	0	0	0
79160	0	0	0	1	0	0	0	0	0	0
107985410	0	0	0	5	14	0	8	0	0	0
100534593	901	983	473	1241	741	683	684	379	644	681
8675	2599	2749	2623	5793	3614	3743	2519	2061	3803	2172
79716	322	296	105	390	259	177	251	109	248	196
105372695	0	0	0	0	1	0	0	0	0	0
407022	0	0	0	0	0	0	0	0	1	0
100126296	0	0	0	0	0	0	0	0	1	0
149775	9	9	0	2	10	0	19	1	9	1
2778	21052	26749	14580	25571	16741	22531	21933	9473	19158	17965
101927932	11	11	5	55	7	4	13	0	25	14
107985382	2	0	0	3	0	1	0	0	51	0
51497	780	822	473	1081	571	733	539	412	888	841
1522	364	404	335	412	288	379	128	159	317	408
81027	2692	2608	2155	5395	5261	5237	2785	2048	2919	3487
514	1327	1213	1206	2167	2426	2770	1768	1038	1791	2071
100533975	782	571	447	626	566	955	1012	338	563	888
51012	1446	1202	717	1249	798	1411	1333	535	858	1271
128611	3683	4197	311	4111	3046	942	5370	939	5023	3319
107985389	0	0	0	1	9	1	2	1	0	8
1908	66	4	0	6	9	3	0	1	0	4
105372696	0	0	0	0	0	0	0	0	0	0
116154	211	72	6	43	17	12	17	8	13	62
107985430	0	0	0	0	6	0	0	0	0	1
100506384	0	1	0	0	0	0	0	0	0	0
10388	511	281	73	336	246	164	427	91	318	583
63939	1729	1616	529	2378	1583	1007	1068	462	1309	1398
5509	834	825	392	1116	426	529	719	330	606	945
60437	389	306	38	351	235	60	372	60	282	364
284756	205	317	20	280	235	131	245	38	282	338
107985429	23	25	0	7	26	1	3	0	51	13
729296	63	59	5	96	38	18	29	15	78	80
284757	153	67	5	139	48	37	52	15	68	88
105372698	491	544	65	646	350	86	285	65	336	536
693231	86	25	1	33	40	3	3	7	35	12
105372697	112	135	12	114	97	16	30	15	24	102
101928048	3	3	0	24	6	0	11	1	0	5
100616362	0	0	0	0	0	0	0	0	0	0
100616440	0	0	0	0	0	0	0	0	0	0
105372699	0	0	0	0	9	0	0	0	0	2
105372700	0	0	0	0	11	0	0	0	0	1
100506470	0	0	0	0	0	0	0	0	0	0
105372701	0	0	0	0	0	0	0	0	0	0
1002	48	8	0	75	37	0	33	6	52	12
105372703	0	0	0	1	1	0	0	0	0	0
100128310	8	67	15	74	19	15	14	8	35	56
100302168	0	0	0	0	0	0	0	0	0	0
6874	744	568	103	819	443	194	567	151	594	373
105372704	2	7	6	11	7	1	9	0	40	7
100422838	0	0	0	0	0	0	0	0	0	0
105372705	1	6	4	6	6	4	11	8	13	6
105372706	16	11	7	29	33	1	4	7	1	4
149986	595	489	248	662	438	305	681	242	565	528
5688	2604	2396	1503	2672	1641	2293	3195	1390	1490	2103
26039	210	274	99	239	181	157	378	89	193	192
26164	423	575	191	704	317	503	562	264	568	371
11255	3	0	0	0	6	0	0	0	2	0
105369209	1	0	0	2	4	0	1	0	0	0
9885	3798	3291	963	3778	2189	1995	2524	943	1969	3198
11047	614	685	261	538	307	394	442	228	355	465
105372707	86	117	31	96	39	61	69	41	61	93
3911	17	16	0	24	7	0	1	7	10	12
100616340	0	0	0	0	1	0	0	0	1	0
101928158	0	0	0	0	0	0	0	0	0	0
105372708	1	5	3	4	5	0	0	0	2	7
6227	293	576	298	755	588	636	702	281	387	345
81928	314	239	97	294	196	197	216	105	328	140
105372709	16	44	5	35	21	13	11	3	17	7
140893	0	0	0	0	1	0	0	0	0	0
105372710	0	0	0	0	3	0	0	0	0	0
140628	0	0	0	0	0	0	0	0	0	0
105372711	0	0	0	0	0	0	0	1	0	0
105376995	0	0	0	15	1	0	0	2	0	0
253868	0	0	0	0	1	0	0	0	0	0
128826	0	0	0	0	2	0	0	0	0	0
406904	0	0	0	0	0	0	0	0	0	0
406923	0	0	0	0	0	0	0	0	0	0
105372712	15	32	0	78	49	12	4	2	6	42
28231	20	18	11	17	18	17	18	15	9	16
101928465	342	270	87	251	192	311	238	158	208	249
100127888	0	1	1	2	5	7	0	0	0	2
4923	9	23	2	13	19	1	3	5	22	81
107987285	94	39	12	1	6	0	0	1	43	15
100652730	4	8	0	4	18	1	5	0	3	3
105372716	20	3	1	22	4	2	1	2	5	3
55257	299	217	73	229	128	201	658	127	227	250
101409261	29	11	3	13	11	9	23	9	26	13
11054	594	528	382	725	306	689	326	327	427	393
1299	166	54	5	76	63	20	6	5	38	83
10732	180	276	54	248	147	123	190	67	288	200
100132911	8	3	2	6	5	5	2	2	20	7
105372717	16	14	5	25	12	21	41	13	31	24
11083	4937	5158	1376	5159	3346	2312	4559	1719	4352	3544
109623463	5	0	1	5	7	1	1	1	0	2
54994	1240	1528	596	1571	1274	1209	1382	638	1115	1458
63910	92	672	15	104	41	31	64	27	76	50
128408	0	0	0	0	0	0	0	0	0	0
63930	0	0	0	0	1	0	0	0	0	0
105372718	6	0	0	6	0	0	0	1	0	0
100144596	0	0	0	0	1	0	0	0	0	0
100144597	0	0	0	0	0	0	0	0	0	0
768097	0	2	2	3	1	4	0	0	42	5
768096	10	29	1	13	15	2	12	4	13	24
105372719	0	0	0	0	0	0	0	0	0	0
105376996	0	0	0	0	0	0	0	0	0	0
406909	0	0	0	0	0	0	0	0	0	0
54915	1458	1118	483	1756	989	849	1358	567	1282	945
79444	0	0	0	1	1	0	0	0	0	0
100423014	0	0	0	0	0	0	0	0	0	0
128414	1	0	0	0	0	0	0	0	0	3
100192386	0	0	0	0	2	0	0	0	0	0
55738	740	684	197	690	233	320	352	199	456	476
100422945	0	0	0	0	0	0	0	0	0	0
57642	0	0	0	0	1	0	0	0	0	0
1137	0	0	0	0	0	0	0	0	0	0
100130587	0	0	0	0	9	0	0	0	0	1
3785	0	0	0	0	5	0	0	0	0	0
105372724	0	0	0	0	0	0	0	0	0	0
105372721	0	0	0	0	0	0	0	0	0	0
105372720	0	0	0	0	1	0	0	0	0	0
1917	8	0	0	1	0	0	0	1	3	0
105372725	0	4	0	1	5	0	0	0	7	1
102723814	26	21	1	12	2	3	3	2	4	8
79144	697	1424	1185	1876	1513	1754	684	466	542	676
5753	8	88	4	39	31	8	19	12	40	19
6725	44	2	0	3	6	0	0	0	0	2
79025	1	3	1	7	8	9	9	10	2	8
85441	446	886	804	795	333	1286	303	691	348	420
26205	293	429	83	439	279	166	353	97	275	307
100505771	76	90	22	88	56	31	130	29	165	95
50861	917	1068	118	870	511	391	764	246	547	495
105372726	23	3	2	1	3	0	0	1	4	2
100533107	46	107	44	103	47	36	64	31	73	67
51750	32	105	35	95	43	30	58	27	67	59
8771	17	11	15	19	7	7	16	5	9	10
10139	255	488	155	337	275	266	465	195	335	246
84619	198	268	83	241	122	128	265	104	137	154
54923	198	391	83	252	172	120	229	86	182	168
56731	176	268	50	264	133	63	212	69	189	126
140685	127	199	16	154	108	26	123	59	131	71
101928604	0	0	0	0	0	0	0	0	1	2
100128998	0	0	0	0	0	0	0	0	0	0
140701	48	141	29	92	71	38	24	24	53	44
112268269	98	309	58	231	131	97	83	62	106	180
7165	5552	4489	2216	6654	3797	3959	3181	1597	2875	5011
80331	2479	3072	1002	2946	1424	1642	2162	879	1737	2217
100126329	0	1	0	0	0	0	0	0	0	1
100126339	0	1	0	0	0	0	0	0	0	0
100126352	0	1	0	0	0	0	0	0	0	0
100126330	0	0	0	0	0	0	0	0	0	0
103504732	0	0	0	0	0	0	0	0	0	0
54963	295	509	110	387	217	207	322	135	411	235
100302137	1	1	0	0	0	0	0	0	0	0
693232	2	0	2	5	0	1	0	0	2	3
100113386	19	108	7	69	47	40	51	30	101	40
57473	143	157	25	138	103	76	146	66	136	94
140700	28	109	16	93	38	37	64	21	82	54
24148	801	988	140	453	322	250	672	189	755	688
284739	23	42	20	41	30	22	1	11	22	9
6919	63	184	49	118	72	61	123	46	178	91
54345	0	0	0	0	0	0	0	0	0	0
10287	7703	6589	3075	7256	4991	6468	4822	3379	4963	5705
102466741	2	3	1	4	2	5	2	3	3	3
4987	112	152	86	212	132	174	131	61	217	239
198437	6	11	0	12	6	3	4	3	6	9
2832	0	0	0	0	2	0	0	0	0	0
105372727	0	0	0	0	0	0	0	0	0	0
4661	0	0	0	0	10	0	0	3	8	9
55251	787	790	205	752	643	444	1370	237	1260	842
140849	9	34	11	38	25	29	40	8	23	37
105379484	0	12	1	5	2	0	6	0	6	1
102723996	40	47	34	36	20	12	19	20	47	12
105372832	22	4	5	10	1	10	6	2	37	9
105372831	22	16	6	21	14	6	24	4	95	10
107987292	20	46	11	38	28	29	7	24	48	34
101928576	21	25	14	43	13	10	54	10	55	22
102724023	134	280	103	299	166	161	177	73	230	186
102724159	135	159	34	121	58	34	125	28	120	120
102724200	667	580	236	535	364	346	672	182	614	522
105379487	1	0	0	0	1	1	3	1	0	0
105379488	0	0	0	0	0	0	0	0	0	0
105379489	1	0	0	0	1	0	0	0	0	0
102724219	28	12	8	34	69	36	22	9	21	17
107987309	0	0	0	0	1	0	0	0	0	0
102724334	69	70	55	83	60	113	79	52	32	122
105379490	2	4	0	6	4	1	13	0	14	1
102724354	0	0	0	1	3	0	1	0	0	0
102724370	0	0	0	0	0	0	0	0	0	0
102724398	0	1	3	15	11	0	0	1	1	3
107985506	0	0	0	1	1	0	0	0	0	0
102724428	156	180	80	206	132	162	126	112	125	121
107987288	2	7	1	7	3	9	0	2	2	3
107987289	22	47	9	28	8	22	5	15	8	12
102724701	62	103	12	89	144	45	66	18	131	46
105379491	0	0	0	0	1	0	0	0	0	0
102724843	51	28	17	72	131	66	50	15	76	39
105379493	30	94	9	51	90	16	46	10	110	29
107987290	17	8	2	1	0	2	1	1	3	4
102724560	25	18	4	75	25	9	5	5	15	39
102724594	99	133	36	164	98	48	105	47	187	101
106780825	0	2	0	0	0	0	0	0	1	0
102724652	0	1	0	0	0	0	0	0	0	0
105379497	1	0	0	0	2	0	0	0	0	1
110091777	0	0	0	18	3	0	0	0	0	0
102466252	0	0	0	1	1	0	0	0	0	0
105379499	16	11	4	19	23	12	21	5	40	10
105379501	1	0	0	0	0	0	0	0	0	0
105379502	0	0	0	0	0	0	0	0	0	0
105379503	0	0	0	0	1	0	0	0	0	0
102724951	28	12	6	28	58	37	18	7	17	13
107987308	0	0	0	0	1	0	0	0	0	0
102723360	24	9	6	32	63	35	17	8	20	17
102723553	81	85	47	125	65	62	118	25	113	81
102723451	4	6	4	7	12	7	8	8	28	5
105379504	31	36	6	31	14	11	16	4	24	22
102723475	87	57	77	93	35	54	12	17	10	39
105379505	96	23	5	11	8	9	4	2	22	22
102465433	0	0	0	0	0	0	0	0	0	0
109864279	8575	62670	51993	117205	63461	77894	3590	54069	5513	5368
100500862	0	0	0	1	0	0	0	0	1	0
109864280	225	3557	24135	53496	30302	39564	146	24859	195	283
109864281	1	1	6	22	15	16	2	8	0	0
109864282	1555	51266	27427	61779	32025	37778	1010	28742	2454	933
105379506	3	2	9	11	48	17	1	6	1	3
107987293	30	4	2	26	278	6	3	4	4	16
102723570	4	3	0	1	50	3	2	1	1	8
103504727	0	0	0	0	0	0	0	0	0	0
103504739	0	0	0	0	0	0	0	0	0	0
109910379	7651	100671	74210	154740	73049	99651	3455	63342	5955	4982
109910380	296	6520	40810	78752	35205	53547	193	31363	246	362
109910381	1	4	15	53	41	36	2	21	1	1
109910382	1652	87245	33155	75679	37150	45749	1233	31844	3465	954
112268284	168	9014	12630	29487	12594	17734	131	10916	409	134
105379508	12	7	15	20	79	35	0	15	2	6
102723584	8	16	0	2	68	5	4	1	2	10
103504733	0	0	0	0	0	0	0	0	0	0
106631777	7008	69793	106984	217764	100997	136361	3029	93547	4298	4690
113218488	0	0	0	0	0	0	0	0	0	0
106631781	726	14504	76685	156681	70652	100982	450	66056	540	827
106632260	0	1	5	17	15	12	2	6	0	0
106632264	1530	50540	30215	62517	30045	35350	1003	27449	2303	929
105379507	21	9	20	32	129	51	0	23	3	13
107987294	43	4	4	45	526	8	6	4	7	38
102723603	16	11	1	11	186	9	5	5	6	24
105372730	6	1	0	4	1	0	0	0	1	2
103504731	0	0	0	1	0	0	0	0	1	0
113218501	0	0	0	0	0	0	0	0	0	0
101927615	3	1	0	1	1	1	0	0	0	0
100132288	73	86	17	248	13	7	62	46	110	149
101930100	66	9	4	104	34	8	6	2	52	42
101927345	65	2	0	71	23	8	1	0	36	25
105379511	0	0	0	0	0	0	0	0	0	0
105379514	0	1	0	0	2	0	0	0	0	0
105379513	0	0	0	0	0	0	0	0	0	0
441058	0	0	0	0	0	0	0	0	0	0
105372734	3	0	0	0	1	0	0	0	0	1
105372733	14	14	5	11	8	4	4	2	2	6
85319	19	12	3	19	12	8	13	4	16	12
105378260	46	23	9	39	36	15	41	9	34	31
7179	2	4	0	5	4	1	3	1	4	2
149992	0	0	0	0	4	0	0	0	0	1
100423018	0	0	0	0	0	0	0	0	0	0
102724188	0	0	0	0	0	0	0	0	0	0
317754	0	0	0	0	1	0	0	0	0	1
100423008	0	0	0	0	0	0	0	0	0	0
107985482	0	0	0	0	1	0	0	0	0	0
112268283	0	0	0	11	1	0	0	0	0	0
103504736	0	0	0	2	2	0	0	0	0	0
54055	1	5	5	143	6	2	0	2	83	58
110091776	13	68	21	211	99	9	24	5	248	104
391267	6	15	19	176	17	7	12	13	135	31
105377134	5	12	0	4	7	4	6	1	32	9
149998	1	4	0	5	4	0	1	1	1	1
54033	20	123	57	135	165	144	140	76	56	113
150000	133	464	385	196	95	467	78	44	23	229
6782	985	879	718	887	685	1075	1210	517	631	1062
105369304	10	0	0	20	16	13	0	2	9	0
64092	2438	1991	2154	2029	1274	2978	1516	1027	1143	3342
100874190	0	0	0	1	0	0	0	0	2	1
388813	0	0	1	0	0	2	0	0	0	1
105372738	0	0	0	0	0	3	0	0	0	0
107987295	138	77	68	81	39	130	79	38	43	68
8204	2463	2501	1233	2413	1445	2567	2157	1351	1907	2308
107985483	0	0	0	0	0	0	0	0	0	0
105369292	0	0	0	1	1	1	0	0	1	2
101927745	10	0	2	0	3	0	8	0	1	4
105369302	0	42	0	39	29	0	17	2	26	26
29761	8557	6991	5036	7836	5083	9499	7579	5065	5108	7813
112268281	0	0	0	0	0	0	0	0	0	0
388815	6	10	4	13	14	1	75	38	7	14
109617014	0	0	0	12	0	0	21	4	0	7
112268282	2	20	0	2	4	0	50	4	0	5
407055	0	0	0	0	0	0	0	0	0	0
406885	0	1	0	0	0	0	0	1	0	1
406912	0	0	0	0	0	0	0	0	0	1
105372740	0	0	0	0	0	0	0	0	0	1
107985511	0	0	0	0	0	0	0	0	0	0
100505929	6	0	0	0	5	0	0	0	0	0
100189284	1	0	0	1	0	0	7	0	0	0
1525	311	310	73	143	87	132	202	65	162	121
10950	105	76	38	50	38	76	72	39	68	51
110806272	26	13	2	4	7	3	4	4	5	9
105372741	4	1	3	2	2	4	13	1	2	15
246312	126	113	111	218	69	137	136	77	175	130
54149	2234	2019	3056	1898	1931	4414	1844	1763	1675	2125
140578	13	12	11	22	9	22	17	16	22	7
54075	0	2	3	6	8	2	2	4	1	0
107987296	45	11	2	20	26	18	48	11	14	14
5651	0	0	0	0	3	0	0	0	0	0
101927797	0	1	1	0	3	1	0	0	0	0
100422920	0	0	0	0	0	0	0	0	0	0
107985490	0	0	0	0	0	0	0	0	0	0
105372746	0	0	0	0	0	0	0	0	0	0
105372745	0	0	0	2	0	0	0	0	0	0
111216285	0	1	3	4	0	14	0	3	1	0
387486	0	0	0	0	0	0	0	0	0	0
4685	0	5	0	4	8	3	1	1	0	3
378828	0	0	0	0	0	0	0	0	0	0
101927821	0	0	0	0	0	0	0	0	0	0
101927843	0	0	0	0	0	0	0	0	0	0
54143	0	0	0	0	0	0	0	0	0	0
107985508	0	0	0	0	0	0	0	0	0	0
107985509	0	0	0	0	0	0	0	0	0	0
107985494	0	0	0	0	1	0	0	0	0	0
102466967	0	0	0	0	0	0	0	0	0	0
266917	0	0	0	0	5	0	0	0	0	0
105372747	0	0	0	0	0	0	0	0	0	0
107985512	0	0	0	0	0	0	0	0	0	0
105372749	0	0	0	0	0	0	0	0	0	0
105372750	0	0	1	0	5	0	0	0	0	0
101927869	0	0	0	0	1	0	0	0	0	1
105372751	59	232	71	207	49	71	180	66	93	103
339622	0	1	0	0	12	0	0	4	0	9
107985516	0	0	0	0	0	0	0	0	0	0
54072	0	1	2	3	1	0	0	0	2	0
105372753	10	0	0	0	0	0	3	0	0	0
114614	59	72	11	48	24	24	81	18	40	54
406947	3	3	1	2	0	3	9	1	2	2
282566	44	27	14	60	23	11	48	9	24	23
54148	1155	945	260	895	658	699	1199	345	687	665
58494	82	96	14	72	74	31	58	38	163	42
522	400	306	259	284	164	368	387	127	307	224
2551	1219	1125	682	1229	955	1305	1477	557	930	1366
105372757	0	2	0	0	0	0	0	0	0	0
105372756	0	0	0	0	0	0	0	0	0	0
351	598	542	275	723	405	425	466	200	583	756
100996571	3	0	1	17	13	0	7	1	6	6
105372758	0	0	0	0	3	0	0	0	0	0
107985474	0	0	0	0	0	0	8	0	1	3
116159	90	41	9	90	35	11	33	24	60	121
9510	57	116	8	141	110	6	91	13	120	126
105372760	0	0	0	0	0	0	0	0	0	0
11096	137	94	0	89	124	25	13	1	72	161
100616243	0	0	0	0	0	0	0	0	0	0
112268279	0	0	0	0	1	0	0	0	1	0
112268280	3	10	0	9	36	0	1	0	7	19
102724355	0	0	0	0	0	0	0	0	0	0
105372759	0	0	0	1	28	0	0	0	0	3
105372762	0	0	0	0	0	0	0	0	0	0
105372763	0	0	0	0	3	0	0	0	0	0
54088	0	0	0	0	0	0	0	0	0	0
246705	0	0	0	0	0	0	0	0	0	0
284825	1	2	0	0	2	0	0	4	72	3
101927973	10	19	0	0	1	0	8	1	1	11
102724420	105	207	28	52	37	14	139	39	307	147
105372764	12	12	3	1	16	3	16	4	69	19
29104	624	690	151	422	293	195	808	192	697	495
118421	49	81	5	55	26	15	84	38	230	78
26046	3434	2612	1010	2724	2090	1963	2456	871	2306	2900
105372766	0	0	0	0	0	5	0	0	0	0
10069	217	305	96	108	86	108	288	107	325	178
10600	1713	1859	717	1504	1088	1355	2172	608	1292	1554
10694	1064	1310	1139	1387	782	1387	1439	750	1114	1327
56911	664	354	916	565	529	878	787	464	332	524
105372767	7	12	22	51	13	60	55	20	42	27
193629	111	193	125	124	53	68	96	86	38	53
105369299	10	29	22	28	8	6	1	11	3	16
571	15779	10242	8675	17614	12024	16878	12048	7403	8610	18462
100874322	50	140	15	107	69	44	97	27	294	83
107985486	157	103	11	188	52	37	70	44	120	87
105372770	96	97	34	129	61	25	25	17	170	46
54147	75	22	4	60	21	8	75	10	42	28
2897	529	210	98	555	260	145	370	145	423	481
105372768	508	318	71	477	164	121	305	105	335	250
100379661	18	84	11	95	11	16	27	16	55	53
642976	0	1	0	2	0	0	5	0	4	0
26285	0	0	0	0	0	0	0	0	0	0
266919	0	0	0	0	0	0	0	0	0	0
9073	0	0	0	0	1	0	0	0	0	1
643803	0	0	0	0	0	0	0	0	0	0
100131902	0	0	0	0	0	0	0	0	0	0
388818	0	0	0	0	0	0	0	0	0	0
643812	0	0	0	0	0	0	0	0	0	0
337963	0	0	0	0	0	0	0	0	0	0
337959	0	0	0	0	0	0	0	0	0	0
100422891	0	0	0	0	0	0	0	0	0	0
105372772	0	0	0	0	1	0	0	0	0	0
140258	0	0	0	0	0	0	0	0	0	0
337960	0	0	0	0	0	0	0	0	0	0
284827	0	0	0	0	0	0	0	0	0	0
254950	0	0	0	0	0	0	0	0	0	0
337882	0	0	0	0	0	0	0	0	0	0
337969	0	0	0	0	0	0	0	0	0	0
337970	0	0	0	0	1	0	0	0	0	0
337971	0	0	0	0	0	0	0	0	0	0
337972	0	0	0	0	0	0	0	0	0	0
337973	0	0	0	0	0	0	0	0	0	0
337974	0	0	0	0	0	0	0	0	0	0
100288287	0	0	0	0	0	0	0	0	0	0
337968	0	0	0	0	1	0	0	0	0	0
337967	0	0	0	0	0	0	0	0	0	0
337979	0	0	0	0	0	0	0	0	0	0
337966	0	0	0	0	0	0	0	0	0	0
337975	0	0	0	0	0	0	0	0	0	0
100151643	0	0	0	0	0	0	0	0	0	0
337976	0	0	0	0	0	0	0	0	0	0
337985	0	0	0	0	0	0	0	0	0	0
105372773	0	0	0	0	3	0	0	0	0	0
100288323	0	0	0	0	0	0	0	0	0	0
337978	0	0	0	0	0	0	0	0	0	0
337977	0	0	0	0	0	0	0	0	0	0
337879	0	0	0	0	2	0	0	0	0	0
337878	0	0	0	0	0	0	0	0	0	0
337880	0	0	0	0	1	0	0	0	0	0
105372776	0	0	0	0	0	0	0	0	0	0
105372775	0	0	0	0	0	0	0	0	0	0
105372774	0	0	0	0	0	0	3	0	2	0
728299	0	0	0	0	0	0	0	0	0	0
7074	1470	1185	334	1344	1257	896	1777	470	1872	1278
107985487	47	27	8	23	14	10	14	7	23	16
105372777	9	0	0	13	8	3	0	0	4	10
150051	0	0	0	0	2	0	0	1	3	1
107985488	0	0	0	0	13	0	0	0	0	0
102724449	0	0	0	5	0	2	8	0	5	1
6647	1057	1328	718	919	778	951	1533	423	584	1009
57466	3093	2801	789	3161	2338	1328	2922	901	2630	1846
30811	0	0	0	0	11	0	0	0	1	2
100551499	0	0	0	1	0	0	0	0	0	1
54069	249	257	83	207	187	145	377	90	162	168
56246	16	34	5	8	42	7	33	8	9	14
105372779	7	12	2	1	8	5	8	3	17	2
9875	470	590	117	318	275	102	669	156	690	314
677846	0	4	3	2	0	2	7	0	0	5
84996	20	9	1	4	5	23	19	4	8	4
59271	137	218	10	180	111	38	154	42	278	181
110091775	795	511	146	661	591	256	764	193	470	686
140290	10	24	9	5	3	4	8	5	5	11
105372782	50	14	0	9	0	1	9	4	18	21
56683	213	442	219	457	317	211	501	192	280	287
8867	2421	1689	918	3020	2139	1812	1720	840	2034	2124
100506215	238	408	78	234	179	110	317	106	279	222
94104	1282	1416	375	1216	927	610	1856	389	1382	1402
54067	69	169	17	78	95	24	92	34	85	60
56245	73	135	9	92	114	28	111	20	194	75
105377136	0	0	3	9	4	0	1	0	11	0
102724502	6	3	0	4	3	0	23	0	12	10
10215	63	23	5	40	44	1	34	2	98	58
107985505	25	12	6	22	37	2	38	3	47	71
105372785	3	17	2	7	6	1	6	0	17	14
101930746	50	24	10	6	13	1	14	6	40	33
116448	69	30	90	58	74	18	63	8	116	99
101928107	0	0	0	4	0	0	0	0	0	0
728409	0	0	0	0	0	1	0	0	0	0
